srno,Sowing_Time,Region,Min_Temp,Max_Temp,Soil_pH,Soil_Type,Min_Rainfall,Max_Rainfall,Rainfall,Temperature,Crop
3153,november,rajasthan,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3154,january,rajasthan,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3155,february,rajasthan,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3156,may,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3157,june,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3158,september,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3159,october,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3160,november,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3161,january,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3162,february,tamil nadu,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3163,may,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3164,june,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3165,september,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3166,october,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3167,november,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3168,january,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3169,february,tripura,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3170,may,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3171,june,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3172,september,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3173,october,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3174,november,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3175,january,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3176,february,uttar pradesh,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3177,may,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3178,june,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3179,september,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3180,october,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3181,november,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3182,january,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3183,february,uttarakhand,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3184,may,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3185,june,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3186,september,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3187,october,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3188,november,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3189,january,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3190,february,west bengal,20,28,5.8,deltaic soil,50.8,100,75.4,24,chillies
3191,may,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3192,june,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3193,september,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3194,october,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3195,november,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3196,january,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3197,february,andhra pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3198,may,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3199,june,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3200,september,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3201,october,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3202,november,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3203,january,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3204,february,assam,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3205,may,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3206,june,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3207,september,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3208,october,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3209,november,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3210,january,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3211,february,bihar,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3212,may,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3213,june,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3214,september,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3215,october,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3216,november,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3217,january,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3218,february,goa,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3219,may,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3220,june,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3221,september,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3222,october,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3223,november,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3224,january,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3225,february,gujrat,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3226,may,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3227,june,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3228,september,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3229,october,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3230,november,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3231,january,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3232,february,haryana,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3233,may,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3234,june,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3235,september,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3236,october,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3237,november,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3238,january,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3239,february,himachal pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3240,may,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3241,june,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3242,september,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3243,october,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3244,november,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3245,january,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3246,february,jammu kashmir,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3247,may,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3248,june,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3249,september,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3250,october,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3251,november,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3252,january,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3253,february,karnataka,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3254,may,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3255,june,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3256,september,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3257,october,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3258,november,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3259,january,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3260,february,kerala,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3261,may,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3262,june,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3263,september,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3264,october,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3265,november,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3266,january,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3267,february,madhya pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3268,may,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3269,june,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3270,september,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3271,october,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3272,november,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3273,january,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3274,february,maharashtra,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3275,may,manipur,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3276,june,manipur,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3277,september,manipur,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3278,may,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3279,june,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3280,september,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3281,october,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3282,november,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3283,january,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3284,february,odisha,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3285,may,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3286,june,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3287,september,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3288,october,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3289,november,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3290,january,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3291,february,puducherry,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3292,may,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3293,june,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3294,september,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3295,october,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3296,november,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3297,january,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3298,february,punjab,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3299,may,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3300,june,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3301,september,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3302,october,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3303,november,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3304,january,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3305,february,rajasthan,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3306,may,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3307,june,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3308,september,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3309,october,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3310,november,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3311,january,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3312,february,tamil nadu,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3313,may,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3314,june,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3315,september,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3316,october,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3317,november,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3318,january,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3319,february,tripura,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3320,may,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3321,june,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3322,september,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3323,october,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3324,november,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3325,january,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3326,february,uttar pradesh,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3327,may,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3328,june,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3329,september,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3330,october,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3331,november,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3332,january,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3333,february,uttarakhand,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3334,may,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3335,june,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3336,september,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3337,october,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3338,november,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3339,january,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3340,february,west bengal,20,28,5.8,black cotton soil,50.8,100,75.4,24,chillies
3341,may,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3342,june,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3343,september,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3344,october,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3345,november,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3346,january,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3347,february,andhra pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3348,may,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3349,june,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3350,september,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3351,october,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3352,november,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3353,january,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3354,february,assam,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3355,may,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3356,june,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3357,september,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3358,october,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3359,november,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3360,january,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3361,february,bihar,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3362,may,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3363,june,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3364,september,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3365,october,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3366,november,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3367,january,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3368,february,goa,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3369,may,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3370,june,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3371,september,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3372,october,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3373,november,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3374,january,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3375,february,gujrat,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3376,may,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3377,june,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3378,september,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3379,october,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3380,november,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3381,january,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3382,february,haryana,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3383,may,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3384,june,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3385,september,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3386,october,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3387,november,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3388,january,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3389,february,himachal pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3390,may,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3391,june,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3392,september,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3393,october,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3394,november,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3395,january,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3396,february,jammu kashmir,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3397,may,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3398,june,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3399,september,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3400,october,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3401,november,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3402,january,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3403,february,karnataka,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3404,may,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3405,june,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3406,september,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3407,october,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3408,november,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3409,january,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3410,february,kerala,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3411,may,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3412,june,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3413,september,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3414,october,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3415,november,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
3416,january,madhya pradesh,20,28,5.8,loamy soil,50.8,100,75.4,24,chillies
